dataset,norm_mode,algorithm,run,seed,gamma,acc,nmi,ari,runtime_s
ecoli,center_l2,kmeans,5,46,,57.4405,59.2158,41.6206,0.0039
ecoli,center_l2,diskmeans,1,42,100000000.0,66.9643,61.5143,53.1640,0.0009
ecoli,center_l2,diskmeans,2,43,100000000.0,63.3929,58.7871,50.6718,0.0009
ecoli,center_l2,diskmeans,3,44,100000000.0,69.6429,62.1688,54.7875,0.0089
ecoli,center_l2,diskmeans,4,45,100000000.0,50.0000,52.8287,35.5336,0.0040
ecoli,center_l2,diskmeans,5,46,100000000.0,64.5833,59.6148,48.5052,0.0012
ecoli,center_l2,fdkm,1,42,10000.0,60.4167,59.8961,46.2788,0.0355
ecoli,center_l2,fdkm,2,43,10000.0,62.7976,57.9608,44.0433,0.0360
ecoli,center_l2,fdkm,3,44,10000.0,64.2857,58.4878,45.6541,0.0417
ecoli,center_l2,fdkm,4,45,10000.0,57.4405,57.1269,40.5609,0.0655
ecoli,center_l2,fdkm,5,46,10000.0,60.1190,60.2755,46.3886,0.0540
ecoli,center_l2,ifdkm,1,42,1.0,58.0357,55.0495,41.8666,0.0592
ecoli,center_l2,ifdkm,2,43,1.0,59.5238,55.9242,41.9215,0.1044
ecoli,center_l2,ifdkm,3,44,1.0,54.1667,53.3765,34.8142,0.0867
ecoli,center_l2,ifdkm,4,45,1.0,52.9762,56.3043,38.4392,0.0538
ecoli,center_l2,ifdkm,5,46,1.0,59.2262,57.2713,43.9157,0.0960
ecoli,center_l2,ifdfd,1,42,1.0,58.3333,56.4717,43.0091,0.0862
ecoli,center_l2,ifdfd,2,43,1.0,58.6310,57.6054,43.6194,0.1181
ecoli,center_l2,ifdfd,3,44,1.0,61.9048,57.3975,44.0051,0.1451
ecoli,center_l2,ifdfd,4,45,1.0,50.2976,55.9774,37.3684,0.0979
ecoli,center_l2,ifdfd,5,46,1.0,58.3333,56.4717,43.0091,0.1203
ecoli,frobenius,kmeans,1,42,,64.2857,61.5451,50.3281,0.0274
ecoli,frobenius,kmeans,2,43,,53.8690,59.9973,39.5973,0.0137
ecoli,frobenius,kmeans,3,44,,57.4405,60.9431,48.3835,0.0017
ecoli,frobenius,kmeans,4,45,,61.9048,63.3351,49.5071,0.0017
ecoli,frobenius,kmeans,5,46,,56.2500,61.9385,41.4678,0.0016
ecoli,frobenius,diskmeans,1,42,0.01,75.0000,63.2079,67.7281,0.0028
ecoli,frobenius,diskmeans,2,43,0.01,60.4167,60.7446,42.5743,0.0040
ecoli,frobenius,diskmeans,3,44,0.01,60.1190,59.6522,42.1998,0.0051
ecoli,frobenius,diskmeans,4,45,0.01,60.4167,59.3905,45.8967,0.0028
ecoli,frobenius,diskmeans,5,46,0.01,74.1071,62.8214,66.9331,0.0026
ecoli,frobenius,fdkm,1,42,0.0001,69.6429,60.7386,52.6404,0.0291
ecoli,frobenius,fdkm,2,43,0.0001,61.9048,60.9601,49.0386,0.0314
ecoli,frobenius,fdkm,3,44,0.0001,62.2024,60.9073,48.8449,0.0384
ecoli,frobenius,fdkm,4,45,0.0001,69.6429,60.7386,52.6404,0.0499
ecoli,frobenius,fdkm,5,46,0.0001,61.0119,60.8644,46.7124,0.0368
ecoli,frobenius,ifdkm,1,42,1e-08,69.0476,58.1827,52.4459,0.0929
ecoli,frobenius,ifdkm,2,43,1e-08,63.9881,61.2626,49.1457,0.0668
ecoli,frobenius,ifdkm,3,44,1e-08,61.6071,59.8600,48.3339,0.0598
ecoli,frobenius,ifdkm,4,45,1e-08,63.6905,60.5622,48.7907,0.0467
ecoli,frobenius,ifdkm,5,46,1e-08,73.5119,59.6340,60.6851,0.0499
ecoli,frobenius,ifdfd,1,42,1e-08,69.9405,60.8725,54.4186,0.1161
ecoli,frobenius,ifdfd,2,43,1e-08,63.3929,61.2507,49.0042,0.0586
ecoli,frobenius,ifdfd,3,44,1e-08,61.9048,60.7190,47.2789,0.0762
ecoli,frobenius,ifdfd,4,45,1e-08,62.2024,61.6533,49.9728,0.1241
ecoli,frobenius,ifdfd,5,46,1e-08,73.2143,60.5074,62.3256,0.0746
ecoli,robust,kmeans,1,42,,58.9286,54.5845,47.9370,0.0241
ecoli,robust,kmeans,2,43,,51.7857,55.7602,36.1000,0.0020
ecoli,robust,kmeans,3,44,,47.6190,52.5707,33.6012,0.0023
ecoli,robust,kmeans,4,45,,51.1905,55.0602,35.3548,0.0019
ecoli,robust,kmeans,5,46,,54.1667,56.3479,37.5626,0.0017
ecoli,robust,diskmeans,1,42,1e-08,80.0595,63.8420,69.7553,0.0041
ecoli,robust,diskmeans,2,43,1e-08,64.2857,60.2829,48.9661,0.0040
ecoli,robust,diskmeans,3,44,1e-08,59.8214,61.7053,49.9077,0.0082
ecoli,robust,diskmeans,4,45,1e-08,79.1667,63.5395,67.6520,0.0047
ecoli,robust,diskmeans,5,46,1e-08,59.2262,59.9837,45.6294,0.0048
ecoli,robust,fdkm,1,42,1e-08,61.6071,60.8442,47.5705,0.0510
ecoli,robust,fdkm,2,43,1e-08,79.1667,63.5395,67.6520,0.0450
ecoli,robust,fdkm,3,44,1e-08,61.3095,61.4527,48.8267,0.0602
ecoli,robust,fdkm,4,45,1e-08,68.1548,59.7535,51.6572,0.0490
ecoli,robust,fdkm,5,46,1e-08,61.3095,61.8792,47.2599,0.0428
ecoli,robust,ifdkm,1,42,1e-08,80.3571,64.1739,70.0827,0.0541
ecoli,robust,ifdkm,2,43,1e-08,77.3810,61.3952,63.8199,0.0476
ecoli,robust,ifdkm,3,44,1e-08,61.0119,60.8279,47.7169,0.0590
ecoli,robust,ifdkm,4,45,1e-08,60.4167,60.6803,47.1464,0.0491
ecoli,robust,ifdkm,5,46,1e-08,74.7024,61.4942,65.9845,0.0460
ecoli,robust,ifdfd,1,42,1e-08,81.8452,67.0572,73.9295,0.0692
ecoli,robust,ifdfd,2,43,1e-08,79.1667,63.5395,67.6520,0.0723
ecoli,robust,ifdfd,3,44,1e-08,60.1190,61.8731,47.9806,0.0913
ecoli,robust,ifdfd,4,45,1e-08,60.4167,60.6803,47.1464,0.0522
ecoli,robust,ifdfd,5,46,1e-08,74.4048,61.3654,63.7948,0.0758
ecoli,minmax,kmeans,1,42,,57.7381,60.7512,48.3257,0.0220
ecoli,minmax,kmeans,2,43,,62.5000,59.8052,45.4764,0.0015
ecoli,minmax,kmeans,3,44,,60.7143,62.2461,43.6995,0.0063
ecoli,minmax,kmeans,4,45,,67.5595,65.8713,53.2198,0.0055
ecoli,minmax,kmeans,5,46,,61.3095,61.7749,43.0804,0.0020
ecoli,minmax,diskmeans,1,42,1.0,61.0119,47.2758,38.5829,0.0110
ecoli,minmax,diskmeans,2,43,1.0,58.6310,49.8583,38.1658,0.0082
ecoli,minmax,diskmeans,3,44,1.0,65.7738,50.7372,44.8209,0.0119
ecoli,minmax,diskmeans,4,45,1.0,57.7381,47.6554,37.0587,0.0063
ecoli,minmax,diskmeans,5,46,1.0,61.3095,47.4208,38.9263,0.0049
ecoli,minmax,fdkm,1,42,10000.0,67.2619,60.1594,52.3212,0.0497
ecoli,minmax,fdkm,2,43,10000.0,65.1786,61.3218,47.4161,0.0502
ecoli,minmax,fdkm,3,44,10000.0,70.5357,63.9304,54.5903,0.0346
ecoli,minmax,fdkm,4,45,10000.0,68.4524,60.7595,54.0881,0.0316
ecoli,minmax,fdkm,5,46,10000.0,70.5357,63.9855,57.7948,0.0404
ecoli,minmax,ifdkm,1,42,10000.0,55.9524,56.3230,46.7488,0.0662
ecoli,minmax,ifdkm,2,43,10000.0,65.7738,58.8115,49.5769,0.0966
ecoli,minmax,ifdkm,3,44,10000.0,62.2024,55.9305,52.4512,0.0410
ecoli,minmax,ifdkm,4,45,10000.0,58.3333,58.5504,47.6308,0.0770
ecoli,minmax,ifdkm,5,46,10000.0,55.6548,54.7532,45.9549,0.0597
ecoli,minmax,ifdfd,1,42,10000.0,62.7976,61.3096,51.9357,0.1087
ecoli,minmax,ifdfd,2,43,10000.0,66.6667,61.2879,50.9827,0.0980
ecoli,minmax,ifdfd,3,44,10000.0,65.4762,63.2907,54.1358,0.0716
ecoli,minmax,ifdfd,4,45,10000.0,58.0357,60.4858,47.8951,0.0999
ecoli,minmax,ifdfd,5,46,10000.0,61.0119,57.6033,48.2572,0.0804
ecoli,row_center,kmeans,1,42,,55.6548,56.7063,42.1572,0.0359
ecoli,row_center,kmeans,2,43,,56.5476,58.2602,41.1347,0.0016
ecoli,row_center,kmeans,3,44,,56.8452,53.6273,36.6291,0.0016
ecoli,row_center,kmeans,4,45,,60.1190,61.2139,45.4734,0.0016
ecoli,row_center,kmeans,5,46,,51.1905,53.8115,36.8358,0.0053
ecoli,row_center,diskmeans,1,42,0.01,66.0714,59.6735,49.2723,0.0046
ecoli,row_center,diskmeans,2,43,0.01,66.6667,60.5265,49.8680,0.0071
ecoli,row_center,diskmeans,3,44,0.01,74.7024,64.0999,68.6200,0.0122
ecoli,row_center,diskmeans,4,45,0.01,62.7976,61.7966,49.5245,0.0102
ecoli,row_center,diskmeans,5,46,0.01,62.7976,60.9229,46.7974,0.0106
ecoli,row_center,fdkm,1,42,10000.0,64.2857,66.3709,52.0453,0.0444
ecoli,row_center,fdkm,2,43,10000.0,65.4762,59.5438,47.3941,0.0341
ecoli,row_center,fdkm,3,44,10000.0,64.5833,59.0050,45.5473,0.0363
ecoli,row_center,fdkm,4,45,10000.0,63.0952,54.6056,43.6376,0.0491
ecoli,row_center,fdkm,5,46,10000.0,63.9881,58.7113,47.1995,0.0734
ecoli,row_center,ifdkm,1,42,1e-08,79.4643,63.5808,68.3773,0.0410
ecoli,row_center,ifdkm,2,43,1e-08,68.7500,59.2854,54.8434,0.0696
ecoli,row_center,ifdkm,3,44,1e-08,61.6071,59.8600,48.3339,0.0458
ecoli,row_center,ifdkm,4,45,1e-08,63.9881,60.5741,48.8885,0.0552
ecoli,row_center,ifdkm,5,46,1e-08,71.4286,58.8374,61.5324,0.0530
ecoli,row_center,ifdfd,1,42,1e-08,79.7619,63.7504,68.8299,0.0746
ecoli,row_center,ifdfd,2,43,1e-08,61.9048,60.7190,47.2789,0.0775
ecoli,row_center,ifdfd,3,44,1e-08,61.6071,59.8600,48.3339,0.0546
ecoli,row_center,ifdfd,4,45,1e-08,61.9048,60.9601,49.0386,0.1007
ecoli,row_center,ifdfd,5,46,1e-08,71.7262,59.0531,61.7025,0.0656
ecoli,double_center,kmeans,1,42,,55.6548,56.7063,42.1572,0.0137
ecoli,double_center,kmeans,2,43,,56.5476,58.2602,41.1347,0.0019
ecoli,double_center,kmeans,3,44,,56.8452,53.6273,36.6291,0.0015
ecoli,double_center,kmeans,4,45,,60.1190,61.2139,45.4734,0.0016
ecoli,double_center,kmeans,5,46,,51.1905,53.8115,36.8358,0.0016
ecoli,double_center,diskmeans,1,42,0.01,66.0714,59.6735,49.2723,0.0025
ecoli,double_center,diskmeans,2,43,0.01,66.6667,60.5265,49.8680,0.0071
ecoli,double_center,diskmeans,3,44,0.01,74.7024,64.0999,68.6200,0.0058
ecoli,double_center,diskmeans,4,45,0.01,62.7976,61.7966,49.5245,0.0054
ecoli,double_center,diskmeans,5,46,0.01,62.7976,60.9229,46.7974,0.0032
ecoli,double_center,fdkm,1,42,10000.0,64.2857,66.3709,52.0453,0.0293
ecoli,double_center,fdkm,2,43,10000.0,65.4762,59.5438,47.3941,0.0267
ecoli,double_center,fdkm,3,44,10000.0,64.5833,59.0050,45.5473,0.0408
ecoli,double_center,fdkm,4,45,10000.0,63.0952,54.6056,43.6376,0.0444
ecoli,double_center,fdkm,5,46,10000.0,63.9881,58.7113,47.1995,0.0754
ecoli,double_center,ifdkm,1,42,1e-08,79.4643,63.5808,68.3773,0.0413
ecoli,double_center,ifdkm,2,43,1e-08,68.4524,59.1963,54.6958,0.0693
ecoli,double_center,ifdkm,3,44,1e-08,61.6071,59.8600,48.3339,0.0576
ecoli,double_center,ifdkm,4,45,1e-08,61.9048,59.8907,47.9715,0.0739
ecoli,double_center,ifdkm,5,46,1e-08,71.4286,58.8374,61.5324,0.0484
ecoli,double_center,ifdfd,1,42,1e-08,64.2857,60.6209,49.0737,0.1301
ecoli,double_center,ifdfd,2,43,1e-08,61.9048,60.7190,47.2789,0.0795
ecoli,double_center,ifdfd,3,44,1e-08,61.9048,60.7190,47.2789,0.0826
ecoli,double_center,ifdfd,4,45,1e-08,61.9048,60.9601,49.0386,0.0739
ecoli,double_center,ifdfd,5,46,1e-08,71.7262,59.0531,61.7025,0.0783
ecoli,False,kmeans,1,42,,64.2857,61.5451,50.3281,0.0224
ecoli,False,kmeans,2,43,,53.8690,59.9973,39.5973,0.0018
ecoli,False,kmeans,3,44,,57.4405,60.9431,48.3835,0.0019
ecoli,False,kmeans,4,45,,61.9048,63.3351,49.5071,0.0017
ecoli,False,kmeans,5,46,,56.2500,61.9385,41.4678,0.0018
ecoli,False,diskmeans,1,42,1e-08,66.0714,59.6735,49.2723,0.0076
ecoli,False,diskmeans,2,43,1e-08,62.2024,61.1550,48.9694,0.0169
ecoli,False,diskmeans,3,44,1e-08,61.3095,57.5958,45.8373,0.0094
ecoli,False,diskmeans,4,45,1e-08,62.7976,61.7966,49.5245,0.0123
ecoli,False,diskmeans,5,46,1e-08,63.6905,60.5945,47.9152,0.0088
ecoli,False,fdkm,1,42,10000.0,68.1548,62.6659,51.4603,0.0502
ecoli,False,fdkm,2,43,10000.0,67.8571,60.4134,52.3440,0.0257
ecoli,False,fdkm,3,44,10000.0,72.6190,66.2816,59.9628,0.0559
ecoli,False,fdkm,4,45,10000.0,65.4762,60.3591,50.2313,0.0358
ecoli,False,fdkm,5,46,10000.0,67.5595,60.4216,51.4839,0.0306
ecoli,False,ifdkm,1,42,1e-08,69.0476,58.1827,52.4459,0.1006
ecoli,False,ifdkm,2,43,1e-08,63.9881,61.2626,49.1457,0.0647
ecoli,False,ifdkm,3,44,1e-08,61.6071,59.8600,48.3339,0.0523
ecoli,False,ifdkm,4,45,1e-08,63.6905,60.5622,48.7907,0.0399
ecoli,False,ifdkm,5,46,1e-08,73.5119,59.6340,60.6851,0.0442
ecoli,False,ifdfd,1,42,1e-08,69.9405,60.8725,54.4186,0.1357
ecoli,False,ifdfd,2,43,1e-08,63.3929,61.2507,49.0042,0.0641
ecoli,False,ifdfd,3,44,1e-08,61.9048,60.7190,47.2789,0.0742
ecoli,False,ifdfd,4,45,1e-08,62.2024,61.6533,49.9728,0.1442
ecoli,False,ifdfd,5,46,1e-08,73.2143,60.5074,62.3256,0.0686
Breast_Cancer,center,kmeans,1,42,,85.4130,46.4793,49.1425,0.0346
Breast_Cancer,center,kmeans,2,43,,85.4130,46.4793,49.1425,0.0665
Breast_Cancer,center,kmeans,3,44,,85.4130,46.4793,49.1425,0.0689
Breast_Cancer,center,kmeans,4,45,,85.4130,46.4793,49.1425,0.0567
Breast_Cancer,center,kmeans,5,46,,85.4130,46.4793,49.1425,0.0413
Breast_Cancer,center,diskmeans,1,42,100000000.0,85.4130,46.4793,49.1425,0.0339
Breast_Cancer,center,diskmeans,2,43,100000000.0,85.4130,46.4793,49.1425,0.0565
Breast_Cancer,center,diskmeans,3,44,100000000.0,85.4130,46.4793,49.1425,0.0545
Breast_Cancer,center,diskmeans,4,45,100000000.0,85.4130,46.4793,49.1425,0.0414
Breast_Cancer,center,diskmeans,5,46,100000000.0,85.4130,46.4793,49.1425,0.0434
Breast_Cancer,center,fdkm,1,42,1.0,93.8489,69.6145,76.6674,0.1332
Breast_Cancer,center,fdkm,2,43,1.0,93.8489,69.6145,76.6674,0.1466
Breast_Cancer,center,fdkm,3,44,1.0,86.8190,42.7569,54.0470,0.0840
Breast_Cancer,center,fdkm,4,45,1.0,93.6731,67.1037,76.0652,0.0802
Breast_Cancer,center,fdkm,5,46,1.0,89.4552,50.8142,62.1245,0.1198
Breast_Cancer,center,ifdkm,1,42,100000000.0,85.4130,46.4793,49.1425,0.0306
Breast_Cancer,center,ifdkm,2,43,100000000.0,85.4130,46.4793,49.1425,0.0449
Breast_Cancer,center,ifdkm,3,44,100000000.0,85.4130,46.4793,49.1425,0.0313
Breast_Cancer,center,ifdkm,4,45,100000000.0,85.4130,46.4793,49.1425,0.0277
Breast_Cancer,center,ifdkm,5,46,100000000.0,85.4130,46.4793,49.1425,0.0335
Breast_Cancer,center,ifdfd,1,42,100000000.0,85.4130,46.4793,49.1425,0.0506
Breast_Cancer,center,ifdfd,2,43,100000000.0,85.4130,46.4793,49.1425,0.0624
Breast_Cancer,center,ifdfd,3,44,100000000.0,85.4130,46.4793,49.1425,0.0822
Breast_Cancer,center,ifdfd,4,45,100000000.0,85.4130,46.4793,49.1425,0.0966
Breast_Cancer,center,ifdfd,5,46,100000000.0,85.4130,46.4793,49.1425,0.0944
Breast_Cancer,standardize,kmeans,1,42,,91.2127,56.2021,67.6505,0.0657
Breast_Cancer,standardize,kmeans,2,43,,90.5097,53.2408,65.3625,0.0359
Breast_Cancer,standardize,kmeans,3,44,,91.2127,56.2021,67.6505,0.0338
Breast_Cancer,standardize,kmeans,4,45,,90.5097,53.2408,65.3625,0.0076
Breast_Cancer,standardize,kmeans,5,46,,91.2127,56.2021,67.6505,0.0295
Breast_Cancer,standardize,diskmeans,1,42,100.0,94.2004,69.4550,77.9397,0.0225
Breast_Cancer,standardize,diskmeans,2,43,100.0,92.6186,60.7668,72.4473,0.0336
Breast_Cancer,standardize,diskmeans,3,44,100.0,94.5518,72.0425,79.1928,0.0352
Breast_Cancer,standardize,diskmeans,4,45,100.0,94.2004,69.4550,77.9397,0.0382
Breast_Cancer,standardize,diskmeans,5,46,100.0,94.5518,72.0425,79.1928,0.0319
Breast_Cancer,standardize,fdkm,1,42,10000.0,91.2127,55.8670,67.6698,0.0419
Breast_Cancer,standardize,fdkm,2,43,10000.0,91.2127,55.8670,67.6698,0.0597
Breast_Cancer,standardize,fdkm,3,44,10000.0,91.2127,55.8670,67.6698,0.0545
Breast_Cancer,standardize,fdkm,4,45,10000.0,91.2127,55.8670,67.6698,0.0524
Breast_Cancer,standardize,fdkm,5,46,10000.0,91.2127,55.8670,67.6698,0.0639
Breast_Cancer,standardize,ifdkm,1,42,100.0,94.2004,69.4550,77.9397,0.0863
Breast_Cancer,standardize,ifdkm,2,43,100.0,92.6186,60.7668,72.4473,0.1313
Breast_Cancer,standardize,ifdkm,3,44,100.0,90.3339,58.0357,64.5924,0.1265
Breast_Cancer,standardize,ifdkm,4,45,100.0,94.2004,69.4550,77.9397,0.0526
Breast_Cancer,standardize,ifdkm,5,46,100.0,94.5518,72.0425,79.1928,0.1102
Breast_Cancer,standardize,ifdfd,1,42,100.0,94.3761,71.4243,78.5581,0.2371
Breast_Cancer,standardize,ifdfd,2,43,100.0,94.3761,71.4243,78.5581,0.1798
Breast_Cancer,standardize,ifdfd,3,44,100.0,94.3761,71.4243,78.5581,0.1575
Breast_Cancer,standardize,ifdfd,4,45,100.0,94.3761,71.4243,78.5581,0.0749
Breast_Cancer,standardize,ifdfd,5,46,100.0,94.3761,71.4243,78.5581,0.1231
Breast_Cancer,pca_whiten,kmeans,1,42,,62.9174,0.5162,0.2403,0.0558
Breast_Cancer,pca_whiten,kmeans,2,43,,81.1951,29.4889,37.8499,0.0652
Breast_Cancer,pca_whiten,kmeans,3,44,,63.7961,2.9231,1.4754,0.0361
Breast_Cancer,pca_whiten,kmeans,4,45,,63.0931,0.5144,0.9422,0.0353
Breast_Cancer,pca_whiten,kmeans,5,46,,66.0808,5.3887,9.7028,0.0546
Breast_Cancer,pca_whiten,diskmeans,1,42,1e-08,73.4622,13.9144,21.4615,0.0337
Breast_Cancer,pca_whiten,diskmeans,2,43,1e-08,58.8752,2.5473,2.9909,0.0361
Breast_Cancer,pca_whiten,diskmeans,3,44,1e-08,65.5536,5.9607,9.3742,0.0711
Breast_Cancer,pca_whiten,diskmeans,4,45,1e-08,72.5835,15.7315,20.2523,0.0894
Breast_Cancer,pca_whiten,diskmeans,5,46,1e-08,58.3480,2.0858,2.6249,0.0370
Breast_Cancer,pca_whiten,fdkm,1,42,1e-08,93.8489,69.6145,76.6674,0.1289
Breast_Cancer,pca_whiten,fdkm,2,43,1e-08,68.7170,9.2180,13.7375,0.1001
Breast_Cancer,pca_whiten,fdkm,3,44,1e-08,64.8506,5.8772,8.6047,0.0975
Breast_Cancer,pca_whiten,fdkm,4,45,1e-08,52.8998,0.0755,0.0992,0.0655
Breast_Cancer,pca_whiten,fdkm,5,46,1e-08,62.5659,4.0106,6.0886,0.0660
Breast_Cancer,pca_whiten,ifdkm,1,42,1e-08,73.2865,13.2061,20.8582,0.0982
Breast_Cancer,pca_whiten,ifdkm,2,43,1e-08,60.6327,3.6591,4.3646,0.0788
Breast_Cancer,pca_whiten,ifdkm,3,44,1e-08,64.1476,4.7146,7.6844,0.1366
Breast_Cancer,pca_whiten,ifdkm,4,45,1e-08,64.6749,5.8291,8.4091,0.1036
Breast_Cancer,pca_whiten,ifdkm,5,46,1e-08,59.4025,2.6158,3.3729,0.1016
Breast_Cancer,pca_whiten,ifdfd,1,42,1000000.0,50.4394,0.0237,-0.1642,0.0671
Breast_Cancer,pca_whiten,ifdfd,2,43,1000000.0,57.1178,1.9540,1.8465,0.0547
Breast_Cancer,pca_whiten,ifdfd,3,44,1000000.0,55.7118,0.8418,1.1301,0.0771
Breast_Cancer,pca_whiten,ifdfd,4,45,1000000.0,62.7417,4.3525,6.2957,0.0681
Breast_Cancer,pca_whiten,ifdfd,5,46,1000000.0,62.3902,3.8558,5.9080,0.0722
Breast_Cancer,l2_sample,kmeans,1,42,,88.5764,50.4030,58.9688,0.0394
Breast_Cancer,l2_sample,kmeans,2,43,,88.5764,50.4030,58.9688,0.0613
Breast_Cancer,l2_sample,kmeans,3,44,,88.7522,51.3248,59.5119,0.0760
Breast_Cancer,l2_sample,kmeans,4,45,,88.5764,50.4030,58.9688,0.0496
Breast_Cancer,l2_sample,kmeans,5,46,,88.5764,50.4030,58.9688,0.0498
Breast_Cancer,l2_sample,diskmeans,1,42,1.0,90.5097,55.7883,65.2401,0.0596
Breast_Cancer,l2_sample,diskmeans,2,43,1.0,90.5097,55.7883,65.2401,0.0695
Breast_Cancer,l2_sample,diskmeans,3,44,1.0,90.5097,55.7883,65.2401,0.0562
Breast_Cancer,l2_sample,diskmeans,4,45,1.0,90.5097,55.7883,65.2401,0.0318
Breast_Cancer,l2_sample,diskmeans,5,46,1.0,90.5097,55.7883,65.2401,0.0252
Breast_Cancer,l2_sample,fdkm,1,42,1e-08,94.3761,67.7203,78.6205,0.0926
Breast_Cancer,l2_sample,fdkm,2,43,1e-08,93.6731,65.0164,76.1145,0.0873
Breast_Cancer,l2_sample,fdkm,3,44,1e-08,50.0879,0.7926,-0.9474,0.0658
Breast_Cancer,l2_sample,fdkm,4,45,1e-08,56.7663,0.2835,1.0625,0.0752
Breast_Cancer,l2_sample,fdkm,5,46,1e-08,94.3761,67.7203,78.6205,0.1120
Breast_Cancer,l2_sample,ifdkm,1,42,1.0,90.5097,55.7883,65.2401,0.0511
Breast_Cancer,l2_sample,ifdkm,2,43,1.0,90.5097,55.7883,65.2401,0.0517
Breast_Cancer,l2_sample,ifdkm,3,44,1.0,90.5097,55.7883,65.2401,0.0581
Breast_Cancer,l2_sample,ifdkm,4,45,1.0,90.5097,55.7883,65.2401,0.0710
Breast_Cancer,l2_sample,ifdkm,5,46,1.0,90.5097,55.7883,65.2401,0.0521
Breast_Cancer,l2_sample,ifdfd,1,42,1.0,90.3339,55.2774,64.6588,0.0864
Breast_Cancer,l2_sample,ifdfd,2,43,1.0,90.3339,55.2774,64.6588,0.0680
Breast_Cancer,l2_sample,ifdfd,3,44,1.0,90.3339,55.2774,64.6588,0.0776
Breast_Cancer,l2_sample,ifdfd,4,45,1.0,90.3339,55.2774,64.6588,0.0850
Breast_Cancer,l2_sample,ifdfd,5,46,1.0,90.3339,55.2774,64.6588,0.0772
Breast_Cancer,center_l2,kmeans,1,42,,90.6854,54.7685,65.8811,0.0507
Breast_Cancer,center_l2,kmeans,2,43,,90.6854,54.7685,65.8811,0.0584
Breast_Cancer,center_l2,kmeans,3,44,,90.6854,54.7685,65.8811,0.0636
Breast_Cancer,center_l2,kmeans,4,45,,90.6854,54.7685,65.8811,0.0596
Breast_Cancer,center_l2,kmeans,5,46,,90.6854,54.7685,65.8811,0.0579
Breast_Cancer,center_l2,diskmeans,1,42,100.0,90.6854,54.5504,65.8919,0.0299
Breast_Cancer,center_l2,diskmeans,2,43,100.0,90.6854,54.5504,65.8919,0.0248
Breast_Cancer,center_l2,diskmeans,3,44,100.0,90.6854,54.5504,65.8919,0.0359
Breast_Cancer,center_l2,diskmeans,4,45,100.0,90.6854,54.5504,65.8919,0.0346
Breast_Cancer,center_l2,diskmeans,5,46,100.0,90.6854,54.5504,65.8919,0.0340
Breast_Cancer,center_l2,fdkm,1,42,100.0,90.6854,54.5504,65.8919,0.0443
Breast_Cancer,center_l2,fdkm,2,43,100.0,90.6854,54.5504,65.8919,0.0284
Breast_Cancer,center_l2,fdkm,3,44,100.0,90.6854,54.5504,65.8919,0.0297
Breast_Cancer,center_l2,fdkm,4,45,100.0,90.6854,54.5504,65.8919,0.0234
Breast_Cancer,center_l2,fdkm,5,46,100.0,90.6854,54.5504,65.8919,0.0323
Breast_Cancer,center_l2,ifdkm,1,42,100.0,90.6854,54.5504,65.8919,0.0334
Breast_Cancer,center_l2,ifdkm,2,43,100.0,90.6854,54.5504,65.8919,0.0805
Breast_Cancer,center_l2,ifdkm,3,44,100.0,90.6854,54.5504,65.8919,0.0390
Breast_Cancer,center_l2,ifdkm,4,45,100.0,90.6854,54.5504,65.8919,0.0379
Breast_Cancer,center_l2,ifdkm,5,46,100.0,90.6854,54.5504,65.8919,0.0382
Breast_Cancer,center_l2,ifdfd,1,42,100.0,90.6854,54.5504,65.8919,0.0506
Breast_Cancer,center_l2,ifdfd,2,43,100.0,90.6854,54.5504,65.8919,0.0655
Breast_Cancer,center_l2,ifdfd,3,44,100.0,90.6854,54.5504,65.8919,0.0652
Breast_Cancer,center_l2,ifdfd,4,45,100.0,90.6854,54.5504,65.8919,0.0649
Breast_Cancer,center_l2,ifdfd,5,46,100.0,90.6854,54.5504,65.8919,0.0593
Breast_Cancer,frobenius,kmeans,1,42,,85.4130,46.4793,49.1425,0.0421
Breast_Cancer,frobenius,kmeans,2,43,,85.4130,46.4793,49.1425,0.0246
Breast_Cancer,frobenius,kmeans,3,44,,85.4130,46.4793,49.1425,0.0359
Breast_Cancer,frobenius,kmeans,4,45,,85.4130,46.4793,49.1425,0.0688
Breast_Cancer,frobenius,kmeans,5,46,,85.4130,46.4793,49.1425,0.0518
Breast_Cancer,frobenius,diskmeans,1,42,1000000.0,90.6854,54.7685,65.8811,0.0346
Breast_Cancer,frobenius,diskmeans,2,43,1000000.0,90.6854,54.7685,65.8811,0.0301
Breast_Cancer,frobenius,diskmeans,3,44,1000000.0,90.6854,54.7685,65.8811,0.0355
Breast_Cancer,frobenius,diskmeans,4,45,1000000.0,90.6854,54.5504,65.8919,0.0397
Breast_Cancer,frobenius,diskmeans,5,46,1000000.0,90.6854,54.7685,65.8811,0.0352
Breast_Cancer,frobenius,fdkm,1,42,100.0,85.9402,47.7085,50.7140,0.0359
Breast_Cancer,frobenius,fdkm,2,43,100.0,85.9402,47.7085,50.7140,0.0363
Breast_Cancer,frobenius,fdkm,3,44,100.0,85.9402,47.7085,50.7140,0.0422
Breast_Cancer,frobenius,fdkm,4,45,100.0,85.9402,47.7085,50.7140,0.0504
Breast_Cancer,frobenius,fdkm,5,46,100.0,85.9402,47.7085,50.7140,0.0588
Breast_Cancer,frobenius,ifdkm,1,42,1.0,85.4130,46.4793,49.1425,0.0391
