dataset,norm_mode,algorithm,run,seed,gamma,acc,nmi,ari,runtime_s
Breast_Cancer,frobenius,ifdkm,2,43,1.0,85.4130,46.4793,49.1425,0.0263
Breast_Cancer,frobenius,ifdkm,3,44,1.0,85.4130,46.4793,49.1425,0.0477
Breast_Cancer,frobenius,ifdkm,4,45,1.0,85.4130,46.4793,49.1425,0.0522
Breast_Cancer,frobenius,ifdkm,5,46,1.0,85.4130,46.4793,49.1425,0.0404
Breast_Cancer,frobenius,ifdfd,1,42,100.0,85.9402,47.7085,50.7140,0.0700
Breast_Cancer,frobenius,ifdfd,2,43,100.0,85.4130,46.4793,49.1425,0.0525
Breast_Cancer,frobenius,ifdfd,3,44,100.0,85.2373,46.0740,48.6230,0.0549
Breast_Cancer,frobenius,ifdfd,4,45,100.0,85.2373,46.0740,48.6230,0.0926
Breast_Cancer,frobenius,ifdfd,5,46,100.0,85.5888,46.8868,49.6641,0.0669
Breast_Cancer,robust,kmeans,1,42,,89.8067,54.2076,62.9146,0.0231
Breast_Cancer,robust,kmeans,2,43,,89.6309,52.8825,62.3699,0.0404
Breast_Cancer,robust,kmeans,3,44,,89.2794,52.7488,61.2032,0.0336
Breast_Cancer,robust,kmeans,4,45,,89.6309,52.8825,62.3699,0.0303
Breast_Cancer,robust,kmeans,5,46,,89.6309,52.8825,62.3699,0.0408
Breast_Cancer,robust,diskmeans,1,42,10000.0,90.6854,55.2858,65.8588,0.0260
Breast_Cancer,robust,diskmeans,2,43,10000.0,90.8612,57.2400,66.3975,0.0349
Breast_Cancer,robust,diskmeans,3,44,10000.0,90.6854,55.2858,65.8588,0.0372
Breast_Cancer,robust,diskmeans,4,45,10000.0,90.8612,55.8178,66.4436,0.0631
Breast_Cancer,robust,diskmeans,5,46,10000.0,91.7399,59.8989,69.3614,0.0227
Breast_Cancer,robust,fdkm,1,42,10000.0,90.8612,57.2400,66.3975,0.0572
Breast_Cancer,robust,fdkm,2,43,10000.0,90.8612,57.2400,66.3975,0.0578
Breast_Cancer,robust,fdkm,3,44,10000.0,90.8612,57.2400,66.3975,0.0707
Breast_Cancer,robust,fdkm,4,45,10000.0,90.8612,57.2400,66.3975,0.0722
Breast_Cancer,robust,fdkm,5,46,10000.0,90.8612,57.2400,66.3975,0.0550
Breast_Cancer,robust,ifdkm,1,42,10000.0,90.6854,56.7232,65.8114,0.0721
Breast_Cancer,robust,ifdkm,2,43,10000.0,90.5097,56.2112,65.2276,0.0509
Breast_Cancer,robust,ifdkm,3,44,10000.0,90.6854,56.7232,65.8114,0.0523
Breast_Cancer,robust,ifdkm,4,45,10000.0,90.5097,56.2112,65.2276,0.0422
Breast_Cancer,robust,ifdkm,5,46,10000.0,90.6854,56.7232,65.8114,0.0588
Breast_Cancer,robust,ifdfd,1,42,10000.0,90.8612,57.2400,66.3975,0.0957
Breast_Cancer,robust,ifdfd,2,43,10000.0,90.8612,57.2400,66.3975,0.0855
Breast_Cancer,robust,ifdfd,3,44,10000.0,90.8612,57.2400,66.3975,0.0966
Breast_Cancer,robust,ifdfd,4,45,10000.0,90.8612,57.2400,66.3975,0.1021
Breast_Cancer,robust,ifdfd,5,46,10000.0,90.8612,57.2400,66.3975,0.0982
Breast_Cancer,minmax,kmeans,1,42,,92.7944,62.3086,73.0175,0.0687
Breast_Cancer,minmax,kmeans,2,43,,92.7944,62.3086,73.0175,0.0306
Breast_Cancer,minmax,kmeans,3,44,,92.7944,62.3086,73.0175,0.0721
Breast_Cancer,minmax,kmeans,4,45,,92.7944,62.3086,73.0175,0.0328
Breast_Cancer,minmax,kmeans,5,46,,92.7944,62.3086,73.0175,0.0679
Breast_Cancer,minmax,diskmeans,1,42,10000.0,92.4429,60.6448,71.8169,0.0464
Breast_Cancer,minmax,diskmeans,2,43,10000.0,92.4429,60.6448,71.8169,0.0377
Breast_Cancer,minmax,diskmeans,3,44,10000.0,92.4429,60.6448,71.8169,0.0375
Breast_Cancer,minmax,diskmeans,4,45,10000.0,92.4429,60.6448,71.8169,0.0231
Breast_Cancer,minmax,diskmeans,5,46,10000.0,92.4429,60.6448,71.8169,0.0294
Breast_Cancer,minmax,fdkm,1,42,10000.0,92.4429,60.6448,71.8169,0.0314
Breast_Cancer,minmax,fdkm,2,43,10000.0,92.4429,60.6448,71.8169,0.0370
Breast_Cancer,minmax,fdkm,3,44,10000.0,92.4429,60.6448,71.8169,0.0302
Breast_Cancer,minmax,fdkm,4,45,10000.0,92.4429,60.6448,71.8169,0.0446
Breast_Cancer,minmax,fdkm,5,46,10000.0,92.4429,60.6448,71.8169,0.0713
Breast_Cancer,minmax,ifdkm,1,42,10000.0,92.7944,63.2747,72.9923,0.0620
Breast_Cancer,minmax,ifdkm,2,43,10000.0,92.7944,63.2747,72.9923,0.0684
Breast_Cancer,minmax,ifdkm,3,44,10000.0,92.7944,63.2747,72.9923,0.0635
Breast_Cancer,minmax,ifdkm,4,45,10000.0,92.7944,63.2747,72.9923,0.0555
Breast_Cancer,minmax,ifdkm,5,46,10000.0,92.7944,63.2747,72.9923,0.0580
Breast_Cancer,minmax,ifdfd,1,42,10000.0,92.6186,61.4627,72.4159,0.0672
Breast_Cancer,minmax,ifdfd,2,43,10000.0,93.1459,64.0977,74.2286,0.0923
Breast_Cancer,minmax,ifdfd,3,44,10000.0,93.1459,64.0977,74.2286,0.0871
Breast_Cancer,minmax,ifdfd,4,45,10000.0,93.1459,64.0977,74.2286,0.0879
Breast_Cancer,minmax,ifdfd,5,46,10000.0,93.1459,64.0977,74.2286,0.0923
Breast_Cancer,row_center,kmeans,1,42,,85.2373,46.0740,48.6230,0.0665
Breast_Cancer,row_center,kmeans,2,43,,85.2373,46.0740,48.6230,0.0420
Breast_Cancer,row_center,kmeans,3,44,,85.2373,46.0740,48.6230,0.0658
Breast_Cancer,row_center,kmeans,4,45,,85.2373,46.0740,48.6230,0.0568
Breast_Cancer,row_center,kmeans,5,46,,85.2373,46.0740,48.6230,0.0265
Breast_Cancer,row_center,diskmeans,1,42,100000000.0,85.2373,46.0740,48.6230,0.0310
Breast_Cancer,row_center,diskmeans,2,43,100000000.0,85.2373,46.0740,48.6230,0.0560
Breast_Cancer,row_center,diskmeans,3,44,100000000.0,85.2373,46.0740,48.6230,0.0427
Breast_Cancer,row_center,diskmeans,4,45,100000000.0,85.2373,46.0740,48.6230,0.0366
Breast_Cancer,row_center,diskmeans,5,46,100000000.0,85.2373,46.0740,48.6230,0.0402
Breast_Cancer,row_center,fdkm,1,42,1.0,91.3884,58.8198,68.1691,0.1049
Breast_Cancer,row_center,fdkm,2,43,1.0,92.2671,63.0512,71.1373,0.1243
Breast_Cancer,row_center,fdkm,3,44,1.0,59.0510,1.0845,2.6594,0.0881
Breast_Cancer,row_center,fdkm,4,45,1.0,91.3884,58.8198,68.1691,0.0882
Breast_Cancer,row_center,fdkm,5,46,1.0,77.8559,24.1785,30.8918,0.0750
Breast_Cancer,row_center,ifdkm,1,42,100000000.0,85.2373,46.0740,48.6230,0.0941
Breast_Cancer,row_center,ifdkm,2,43,100000000.0,85.2373,46.0740,48.6230,0.0405
Breast_Cancer,row_center,ifdkm,3,44,100000000.0,85.2373,46.0740,48.6230,0.0339
Breast_Cancer,row_center,ifdkm,4,45,100000000.0,85.2373,46.0740,48.6230,0.0378
Breast_Cancer,row_center,ifdkm,5,46,100000000.0,85.2373,46.0740,48.6230,0.0310
Breast_Cancer,row_center,ifdfd,1,42,100000000.0,85.2373,46.0740,48.6230,0.0350
Breast_Cancer,row_center,ifdfd,2,43,100000000.0,85.2373,46.0740,48.6230,0.0289
Breast_Cancer,row_center,ifdfd,3,44,100000000.0,85.2373,46.0740,48.6230,0.0544
Breast_Cancer,row_center,ifdfd,4,45,100000000.0,85.2373,46.0740,48.6230,0.0675
Breast_Cancer,row_center,ifdfd,5,46,100000000.0,85.2373,46.0740,48.6230,0.1163
Breast_Cancer,double_center,kmeans,1,42,,85.2373,46.0740,48.6230,0.0367
Breast_Cancer,double_center,kmeans,2,43,,85.2373,46.0740,48.6230,0.0335
Breast_Cancer,double_center,kmeans,3,44,,85.2373,46.0740,48.6230,0.0547
Breast_Cancer,double_center,kmeans,4,45,,85.2373,46.0740,48.6230,0.0395
Breast_Cancer,double_center,kmeans,5,46,,85.2373,46.0740,48.6230,0.0316
Breast_Cancer,double_center,diskmeans,1,42,10000.0,83.6555,42.5161,44.0460,0.0394
Breast_Cancer,double_center,diskmeans,2,43,10000.0,86.8190,49.8036,53.3769,0.0532
Breast_Cancer,double_center,diskmeans,3,44,10000.0,86.8190,49.8036,53.3769,0.0504
Breast_Cancer,double_center,diskmeans,4,45,10000.0,83.4798,42.1301,43.5484,0.0373
Breast_Cancer,double_center,diskmeans,5,46,10000.0,86.8190,49.8036,53.3769,0.0615
Breast_Cancer,double_center,fdkm,1,42,1.0,93.6731,69.0253,76.0417,0.1262
Breast_Cancer,double_center,fdkm,2,43,1.0,93.6731,69.0253,76.0417,0.1721
Breast_Cancer,double_center,fdkm,3,44,1.0,93.6731,69.0253,76.0417,0.1035
Breast_Cancer,double_center,fdkm,4,45,1.0,93.6731,67.1037,76.0652,0.0868
Breast_Cancer,double_center,fdkm,5,46,1.0,93.6731,69.0253,76.0417,0.1317
Breast_Cancer,double_center,ifdkm,1,42,100000000.0,85.2373,46.0740,48.6230,0.0469
Breast_Cancer,double_center,ifdkm,2,43,100000000.0,85.2373,46.0740,48.6230,0.0398
Breast_Cancer,double_center,ifdkm,3,44,100000000.0,85.2373,46.0740,48.6230,0.0382
Breast_Cancer,double_center,ifdkm,4,45,100000000.0,85.2373,46.0740,48.6230,0.0356
Breast_Cancer,double_center,ifdkm,5,46,100000000.0,85.2373,46.0740,48.6230,0.0548
Breast_Cancer,double_center,ifdfd,1,42,100000000.0,85.2373,46.0740,48.6230,0.0667
Breast_Cancer,double_center,ifdfd,2,43,100000000.0,85.2373,46.0740,48.6230,0.0481
Breast_Cancer,double_center,ifdfd,3,44,100000000.0,85.2373,46.0740,48.6230,0.0458
Breast_Cancer,double_center,ifdfd,4,45,100000000.0,85.2373,46.0740,48.6230,0.0768
Breast_Cancer,double_center,ifdfd,5,46,100000000.0,85.2373,46.0740,48.6230,0.0877
Breast_Cancer,False,kmeans,1,42,,85.4130,46.4793,49.1425,0.0590
Breast_Cancer,False,kmeans,2,43,,85.4130,46.4793,49.1425,0.0651
Breast_Cancer,False,kmeans,3,44,,85.4130,46.4793,49.1425,0.0304
Breast_Cancer,False,kmeans,4,45,,85.4130,46.4793,49.1425,0.0444
Breast_Cancer,False,kmeans,5,46,,85.4130,46.4793,49.1425,0.0410
Breast_Cancer,False,diskmeans,1,42,100000000.0,85.2373,46.0740,48.6230,0.0397
Breast_Cancer,False,diskmeans,2,43,100000000.0,85.2373,46.0740,48.6230,0.0381
Breast_Cancer,False,diskmeans,3,44,100000000.0,85.2373,46.0740,48.6230,0.0364
Breast_Cancer,False,diskmeans,4,45,100000000.0,85.2373,46.0740,48.6230,0.0303
Breast_Cancer,False,diskmeans,5,46,100000000.0,85.2373,46.0740,48.6230,0.0282
Breast_Cancer,False,fdkm,1,42,100000000.0,85.2373,46.0740,48.6230,0.0351
Breast_Cancer,False,fdkm,2,43,100000000.0,85.2373,46.0740,48.6230,0.0656
Breast_Cancer,False,fdkm,3,44,100000000.0,85.2373,46.0740,48.6230,0.0322
Breast_Cancer,False,fdkm,4,45,100000000.0,85.2373,46.0740,48.6230,0.0361
Breast_Cancer,False,fdkm,5,46,100000000.0,85.2373,46.0740,48.6230,0.0354
Breast_Cancer,False,ifdkm,1,42,100000000.0,85.2373,46.0740,48.6230,0.0640
Breast_Cancer,False,ifdkm,2,43,100000000.0,85.2373,46.0740,48.6230,0.0201
Breast_Cancer,False,ifdkm,3,44,100000000.0,85.2373,46.0740,48.6230,0.0264
Breast_Cancer,False,ifdkm,4,45,100000000.0,85.2373,46.0740,48.6230,0.0201
Breast_Cancer,False,ifdkm,5,46,100000000.0,85.2373,46.0740,48.6230,0.0265
Breast_Cancer,False,ifdfd,1,42,100000000.0,85.2373,46.0740,48.6230,0.0622
Breast_Cancer,False,ifdfd,2,43,100000000.0,85.2373,46.0740,48.6230,0.0564
Breast_Cancer,False,ifdfd,3,44,100000000.0,85.2373,46.0740,48.6230,0.0485
Breast_Cancer,False,ifdfd,4,45,100000000.0,85.2373,46.0740,48.6230,0.0415
Breast_Cancer,False,ifdfd,5,46,100000000.0,85.2373,46.0740,48.6230,0.0544
coil-20-proc,center,kmeans,1,42,,68.4722,78.6609,61.2983,0.1044
coil-20-proc,center,kmeans,2,43,,63.8889,75.6213,56.2789,0.1012
coil-20-proc,center,kmeans,3,44,,67.8472,79.6683,61.6723,0.1051
coil-20-proc,center,kmeans,4,45,,72.9861,79.9893,65.9172,0.0936
coil-20-proc,center,kmeans,5,46,,59.7222,77.3495,57.7279,0.0839
coil-20-proc,center,diskmeans,1,42,100000000.0,62.0833,75.9112,52.6467,2.7567
coil-20-proc,center,diskmeans,2,43,100000000.0,67.4306,78.7098,59.1939,1.5976
coil-20-proc,center,diskmeans,3,44,100000000.0,60.1389,75.3057,52.3707,1.9844
coil-20-proc,center,diskmeans,4,45,100000000.0,63.8889,76.9582,57.2094,1.0075
coil-20-proc,center,diskmeans,5,46,100000000.0,67.3611,78.7947,59.3172,1.5252
coil-20-proc,center,fdkm,1,42,1000000.0,60.2083,70.8658,46.2411,2.5558
coil-20-proc,center,fdkm,2,43,1000000.0,68.6111,77.8247,58.2284,0.8871
coil-20-proc,center,fdkm,3,44,1000000.0,59.5139,73.3709,50.7413,2.6293
coil-20-proc,center,fdkm,4,45,1000000.0,55.6250,68.5501,44.4280,2.7921
coil-20-proc,center,fdkm,5,46,1000000.0,57.1528,68.6885,44.5447,2.0238
coil-20-proc,center,ifdkm,1,42,100000000.0,66.2500,78.7042,59.7772,0.8727
coil-20-proc,center,ifdkm,2,43,100000000.0,62.7083,75.9680,57.5807,1.4326
coil-20-proc,center,ifdkm,3,44,100000000.0,64.5833,77.4406,56.9644,3.7149
coil-20-proc,center,ifdkm,4,45,100000000.0,63.9583,77.1321,57.4617,3.1165
coil-20-proc,center,ifdkm,5,46,100000000.0,71.1111,80.0040,62.9611,1.9640
coil-20-proc,center,ifdfd,1,42,100000000.0,65.2778,78.7313,60.6241,4.8272
coil-20-proc,center,ifdfd,2,43,100000000.0,65.9028,77.4601,60.4686,5.4929
coil-20-proc,center,ifdfd,3,44,100000000.0,60.4167,75.9580,54.5780,1.1927
coil-20-proc,center,ifdfd,4,45,100000000.0,63.7500,76.9357,57.0960,2.9348
coil-20-proc,center,ifdfd,5,46,100000000.0,70.6250,80.1394,62.3411,6.9622
coil-20-proc,standardize,kmeans,1,42,,60.5556,77.0185,54.9392,0.0782
coil-20-proc,standardize,kmeans,2,43,,58.6806,74.0021,53.2889,0.0940
coil-20-proc,standardize,kmeans,3,44,,65.3472,77.2271,57.6442,0.0850
coil-20-proc,standardize,kmeans,4,45,,63.0556,78.9351,58.7289,0.1107
coil-20-proc,standardize,kmeans,5,46,,59.3056,76.3591,53.2242,0.0938
coil-20-proc,standardize,diskmeans,1,42,10000.0,55.5556,74.2233,50.9453,2.7944
coil-20-proc,standardize,diskmeans,2,43,10000.0,60.7639,74.0399,49.9538,1.8344
coil-20-proc,standardize,diskmeans,3,44,10000.0,58.2639,74.2356,52.0208,2.7647
coil-20-proc,standardize,diskmeans,4,45,10000.0,63.1944,74.8988,53.9611,1.8208
coil-20-proc,standardize,diskmeans,5,46,10000.0,63.8194,77.3860,57.8234,1.0645
coil-20-proc,standardize,fdkm,1,42,10000.0,65.5556,78.8592,58.4193,0.3184
coil-20-proc,standardize,fdkm,2,43,10000.0,63.1250,78.9191,58.6284,2.6531
coil-20-proc,standardize,fdkm,3,44,10000.0,66.8056,79.1986,60.0221,2.9973
coil-20-proc,standardize,fdkm,4,45,10000.0,69.0278,81.5788,62.8491,3.9526
coil-20-proc,standardize,fdkm,5,46,10000.0,66.1806,77.5051,56.2674,1.9755
coil-20-proc,standardize,ifdkm,1,42,1000000.0,63.7500,77.2473,56.9506,1.3256
coil-20-proc,standardize,ifdkm,2,43,1000000.0,65.1389,76.9073,58.1694,3.5954
coil-20-proc,standardize,ifdkm,3,44,1000000.0,59.7917,74.9278,56.5661,4.2979
coil-20-proc,standardize,ifdkm,4,45,1000000.0,57.0139,75.8317,54.7411,2.0861
coil-20-proc,standardize,ifdkm,5,46,1000000.0,61.8056,76.8796,57.2505,3.8899
coil-20-proc,standardize,ifdfd,1,42,1000000.0,67.2917,78.8452,58.8762,0.9323
coil-20-proc,standardize,ifdfd,2,43,1000000.0,65.6250,77.2217,58.3318,4.8716
coil-20-proc,standardize,ifdfd,3,44,1000000.0,60.4167,76.0178,57.2817,4.0768
coil-20-proc,standardize,ifdfd,4,45,1000000.0,58.2639,76.3565,56.1419,6.2100
coil-20-proc,standardize,ifdfd,5,46,1000000.0,61.8750,77.1596,57.2319,4.2841
coil-20-proc,pca_whiten,kmeans,1,42,,7.9861,6.7209,0.1398,0.1646
coil-20-proc,pca_whiten,kmeans,2,43,,10.2083,5.4781,0.5046,0.0772
coil-20-proc,pca_whiten,kmeans,3,44,,7.7778,6.8033,0.0584,0.0822
coil-20-proc,pca_whiten,kmeans,4,45,,10.6250,6.2630,0.4377,0.0582
coil-20-proc,pca_whiten,kmeans,5,46,,6.5278,3.2413,0.0100,0.0578
coil-20-proc,pca_whiten,diskmeans,1,42,1e-08,10.3472,5.2823,0.2369,2.0097
coil-20-proc,pca_whiten,diskmeans,2,43,1e-08,11.5972,6.4636,0.8529,0.1658
coil-20-proc,pca_whiten,diskmeans,3,44,1e-08,11.0417,5.9988,0.5003,0.1563
coil-20-proc,pca_whiten,diskmeans,4,45,1e-08,10.9722,6.1129,0.5589,2.9049
coil-20-proc,pca_whiten,diskmeans,5,46,1e-08,11.0417,6.3329,0.7494,0.9940
coil-20-proc,pca_whiten,fdkm,1,42,100.0,18.9583,15.9033,6.0231,1.4587
coil-20-proc,pca_whiten,fdkm,2,43,100.0,20.3472,19.6155,9.4815,3.7309
coil-20-proc,pca_whiten,fdkm,3,44,100.0,18.0556,15.1273,5.2291,2.0129
coil-20-proc,pca_whiten,fdkm,4,45,100.0,19.9306,16.6287,7.0612,5.9946
coil-20-proc,pca_whiten,fdkm,5,46,100.0,17.9167,15.4226,4.9469,1.0324
coil-20-proc,pca_whiten,ifdkm,1,42,1e-08,11.0417,5.5531,0.4418,1.0460
coil-20-proc,pca_whiten,ifdkm,2,43,1e-08,11.5278,6.5099,0.8211,1.0655
coil-20-proc,pca_whiten,ifdkm,3,44,1e-08,11.1806,6.2012,0.5752,1.4468
coil-20-proc,pca_whiten,ifdkm,4,45,1e-08,10.6944,5.6590,0.4531,4.7057
coil-20-proc,pca_whiten,ifdkm,5,46,1e-08,11.0417,6.4064,0.8804,2.1184
coil-20-proc,pca_whiten,ifdfd,1,42,10000.0,14.5139,13.4162,3.2415,2.9706
coil-20-proc,pca_whiten,ifdfd,2,43,10000.0,14.4444,12.5858,3.0485,5.5043
coil-20-proc,pca_whiten,ifdfd,3,44,10000.0,18.5417,16.7156,5.2625,8.5467
coil-20-proc,pca_whiten,ifdfd,4,45,10000.0,16.0417,13.6573,3.8612,6.0190
coil-20-proc,pca_whiten,ifdfd,5,46,10000.0,19.7917,16.7395,6.9087,2.1836
coil-20-proc,l2_sample,kmeans,1,42,,57.7778,72.3488,48.2090,0.0765
coil-20-proc,l2_sample,kmeans,2,43,,57.1528,71.9718,50.0494,0.1112
coil-20-proc,l2_sample,kmeans,3,44,,51.1806,70.7038,45.4857,0.1188
coil-20-proc,l2_sample,kmeans,4,45,,54.3056,71.8495,47.3214,0.0854
coil-20-proc,l2_sample,kmeans,5,46,,59.3056,73.8988,53.3873,0.1097
coil-20-proc,l2_sample,diskmeans,1,42,1.0,60.4167,71.4899,50.6582,2.3748
coil-20-proc,l2_sample,diskmeans,2,43,1.0,53.6111,67.5076,44.2759,2.0125
coil-20-proc,l2_sample,diskmeans,3,44,1.0,64.0278,72.5931,52.3100,2.4143
coil-20-proc,l2_sample,diskmeans,4,45,1.0,59.0972,69.3244,49.0927,0.9934
coil-20-proc,l2_sample,diskmeans,5,46,1.0,53.8194,66.2112,43.0301,0.5130
coil-20-proc,l2_sample,fdkm,1,42,1.0,62.0833,74.3121,51.0722,2.3108
coil-20-proc,l2_sample,fdkm,2,43,1.0,65.2778,75.3452,55.4506,1.7082
coil-20-proc,l2_sample,fdkm,3,44,1.0,65.5556,77.0526,58.8029,1.7145
coil-20-proc,l2_sample,fdkm,4,45,1.0,61.2500,74.5411,52.6721,1.3838
coil-20-proc,l2_sample,fdkm,5,46,1.0,61.7361,72.7968,51.6869,2.2323
coil-20-proc,l2_sample,ifdkm,1,42,100.0,65.4167,76.3773,58.2583,3.8209
coil-20-proc,l2_sample,ifdkm,2,43,100.0,63.5417,76.2016,58.3058,2.2243
coil-20-proc,l2_sample,ifdkm,3,44,100.0,60.0694,74.2978,53.6253,1.9887
coil-20-proc,l2_sample,ifdkm,4,45,100.0,66.2500,77.1589,59.8433,1.9965
coil-20-proc,l2_sample,ifdkm,5,46,100.0,62.7083,75.7605,56.1553,1.9431
coil-20-proc,l2_sample,ifdfd,1,42,10000.0,59.6528,73.9824,54.3144,3.4915
coil-20-proc,l2_sample,ifdfd,2,43,10000.0,66.8056,75.6877,58.3585,4.8138
coil-20-proc,l2_sample,ifdfd,3,44,10000.0,62.1528,73.7203,53.4897,5.7649
coil-20-proc,l2_sample,ifdfd,4,45,10000.0,66.1806,75.3732,57.5755,3.8733
coil-20-proc,l2_sample,ifdfd,5,46,10000.0,66.1806,75.1182,56.6829,5.2516
coil-20-proc,center_l2,kmeans,1,42,,60.2778,75.3108,52.6730,0.1085
coil-20-proc,center_l2,kmeans,2,43,,66.1111,79.3019,61.9708,0.0923
coil-20-proc,center_l2,kmeans,3,44,,66.3889,78.9586,61.3389,0.0854
coil-20-proc,center_l2,kmeans,4,45,,62.2917,75.2384,54.1192,0.0845
coil-20-proc,center_l2,kmeans,5,46,,66.1111,79.7598,62.5751,0.0932
coil-20-proc,center_l2,diskmeans,1,42,100.0,53.8194,74.4922,50.2854,1.6474
coil-20-proc,center_l2,diskmeans,2,43,100.0,65.6250,78.0923,58.5839,0.5151
coil-20-proc,center_l2,diskmeans,3,44,100.0,54.2361,74.9878,50.2653,2.4851
coil-20-proc,center_l2,diskmeans,4,45,100.0,58.5417,78.2368,56.1964,4.1005
coil-20-proc,center_l2,diskmeans,5,46,100.0,66.9444,79.1717,60.6365,1.0876
coil-20-proc,center_l2,fdkm,1,42,1.0,62.7778,77.1160,55.6457,2.4285
coil-20-proc,center_l2,fdkm,2,43,1.0,67.6389,75.7922,54.4319,1.4671
coil-20-proc,center_l2,fdkm,3,44,1.0,62.9167,75.7756,53.0698,0.5127
coil-20-proc,center_l2,fdkm,4,45,1.0,65.1389,76.3929,54.3362,1.2431
coil-20-proc,center_l2,fdkm,5,46,1.0,64.2361,77.7427,55.2819,1.1190
coil-20-proc,center_l2,ifdkm,1,42,100.0,60.1389,75.7174,51.1108,3.6513
coil-20-proc,center_l2,ifdkm,2,43,100.0,66.8056,79.1594,61.5096,1.7765
coil-20-proc,center_l2,ifdkm,3,44,100.0,61.9444,77.7114,56.3950,1.4211
coil-20-proc,center_l2,ifdkm,4,45,100.0,63.1250,78.5898,58.8154,3.2384
coil-20-proc,center_l2,ifdkm,5,46,100.0,68.5417,79.3882,62.8117,2.6625
coil-20-proc,center_l2,ifdfd,1,42,100.0,60.9028,77.2527,53.9141,2.8315
coil-20-proc,center_l2,ifdfd,2,43,100.0,66.8056,78.9423,61.4763,7.7038
coil-20-proc,center_l2,ifdfd,3,44,100.0,64.4444,77.6870,56.9408,8.2526
coil-20-proc,center_l2,ifdfd,4,45,100.0,65.0000,80.0933,61.2495,5.7451
coil-20-proc,center_l2,ifdfd,5,46,100.0,68.4722,79.8505,63.3080,2.2522
coil-20-proc,frobenius,kmeans,1,42,,68.4722,78.6609,61.2983,0.0794
coil-20-proc,frobenius,kmeans,2,43,,63.8889,75.6213,56.2789,0.0772
coil-20-proc,frobenius,kmeans,3,44,,67.8472,79.6683,61.6723,0.1255
coil-20-proc,frobenius,kmeans,4,45,,72.9861,79.9893,65.9172,0.0984
coil-20-proc,frobenius,kmeans,5,46,,59.7222,77.3495,57.7279,0.1255
coil-20-proc,frobenius,diskmeans,1,42,0.01,63.0556,75.9861,54.2006,0.7362
coil-20-proc,frobenius,diskmeans,2,43,0.01,65.7639,77.8971,60.1680,1.6296
coil-20-proc,frobenius,diskmeans,3,44,0.01,59.6528,74.9224,51.3639,2.0232
coil-20-proc,frobenius,diskmeans,4,45,0.01,61.5972,78.2059,58.5680,1.5998
coil-20-proc,frobenius,diskmeans,5,46,0.01,67.2222,77.7117,59.9543,1.9997
coil-20-proc,frobenius,fdkm,1,42,0.01,65.8333,77.7061,59.0906,2.1757
coil-20-proc,frobenius,fdkm,2,43,0.01,67.3611,79.2118,61.3022,2.7038
coil-20-proc,frobenius,fdkm,3,44,0.01,63.4028,78.7077,59.4985,1.5841
coil-20-proc,frobenius,fdkm,4,45,0.01,63.0556,77.4857,59.4085,1.9717
coil-20-proc,frobenius,fdkm,5,46,0.01,66.8056,78.9194,60.3784,1.7466
coil-20-proc,frobenius,ifdkm,1,42,0.01,65.5556,77.0817,55.8316,0.7179
coil-20-proc,frobenius,ifdkm,2,43,0.01,65.4861,78.3130,58.7936,2.6797
coil-20-proc,frobenius,ifdkm,3,44,0.01,62.6389,75.2649,54.4873,3.4609
coil-20-proc,frobenius,ifdkm,4,45,0.01,67.2917,79.4831,60.9218,2.6578
coil-20-proc,frobenius,ifdkm,5,46,0.01,63.1250,75.4567,57.2209,2.3129
coil-20-proc,frobenius,ifdfd,1,42,0.01,65.2778,77.1305,56.0649,3.9094
coil-20-proc,frobenius,ifdfd,2,43,0.01,66.1806,78.7937,59.2049,2.4843
coil-20-proc,frobenius,ifdfd,3,44,0.01,62.3611,75.3453,54.5262,4.3583
coil-20-proc,frobenius,ifdfd,4,45,0.01,63.8194,78.1435,57.7129,3.2355
coil-20-proc,frobenius,ifdfd,5,46,0.01,65.6944,78.1256,60.5691,3.1772
coil-20-proc,robust,kmeans,1,42,,27.0833,39.9056,6.8860,0.2069
coil-20-proc,robust,kmeans,2,43,,23.6111,39.1159,6.4613,0.0815
coil-20-proc,robust,kmeans,3,44,,22.0139,35.6383,4.9040,0.1141
coil-20-proc,robust,kmeans,4,45,,18.8889,34.5824,4.6133,0.1197
coil-20-proc,robust,kmeans,5,46,,22.5000,36.2108,5.0734,0.1455
coil-20-proc,robust,diskmeans,1,42,10000.0,37.4306,53.0899,28.0148,2.8110
coil-20-proc,robust,diskmeans,2,43,10000.0,39.8611,55.5907,31.5917,1.4086
coil-20-proc,robust,diskmeans,3,44,10000.0,41.5278,53.9637,32.4947,1.5147
coil-20-proc,robust,diskmeans,4,45,10000.0,37.3611,53.4328,29.7326,1.9522
coil-20-proc,robust,diskmeans,5,46,10000.0,35.4167,51.3612,27.7343,0.6801
coil-20-proc,robust,fdkm,1,42,100.0,47.1528,57.7493,33.6529,2.8939
coil-20-proc,robust,fdkm,2,43,100.0,46.3194,55.8713,31.3996,0.4185
coil-20-proc,robust,fdkm,3,44,100.0,46.8750,60.1401,37.2885,3.8527
coil-20-proc,robust,fdkm,4,45,100.0,50.9722,61.4624,38.3776,1.1465
coil-20-proc,robust,fdkm,5,46,100.0,51.7361,59.0490,38.4922,4.9972
coil-20-proc,robust,ifdkm,1,42,10000.0,35.8333,52.2716,27.3851,1.3674
coil-20-proc,robust,ifdkm,2,43,10000.0,34.0972,52.6238,25.5530,1.9941
